"ID","consent","segmentation.westinC.","segmentation.westinM.","segmentation.westinE.","sebisLikert.sebisF04.","sebisLikert.sebisF06.","sebisLikert.sebisF03.","sebisLikert.sebisF05.","sebisLikert.sebisF12.","sebisLikert.sebisF13.","sebisLikert.sebisF15.","sebisLikert.sebisF14.","sebisLikert.sebisF08.","sebisLikert.sebisCheck.","sebisLikert.sebisF11.","sebisLikert.sebisF16.","sebisLikert.sebisF10.","sebisLikert.sebisF07.","sebisLikert.sebisF01.","sebisLikert.sebisF02.","sebisLikert.sebisF09.","virusLikert.folkV01.","virusLikert.folkV02.","virusLikert.folkV03.","virusLikert.folkV04.","virusLikert.folkV05.","virusLikert.folkV06.","virusLikert.folkV07.","virusLikert.folkV08.","virusLikert.folkV09.","virusLikert.folkV10.","virusLikert.folkV11.","virusLikert.folkV12.","virusLikert.folkV13.","virusLikert.folkV14.","virusLikert.folkV15.","virusLikert.folkV16.","virusLikert.folkV17.","virusLikert.folkV18.","virusPrecautions.folkVP01.","virusPrecautions.folkVP02.","virusPrecautions.folkVP03.","virusPrecautions.folkVP04.","virusPrecautions.folkVP05.","virusPrecautions.folkVP06.","virusPrecautions.folkVP07.","virusPrecautions.folkVP08.","hackersLikert.folkH01.","hackersLikert.folkH02.","hackersLikert.folkH03.","hackersLikert.folkH04.","hackersLikert.folkH05.","hackersLikert.folkH06.","hackersLikert.folkH07.","hackersLikert.folkH08.","hackersLikert.folkHCheck.","hackersLikert.folkH09.","hackersLikert.folkH10.","hackersLikert.folkH11.","hackersLikert.folkH12.","hackersLikert.folkH13.","hackersLikert.folkH14.","hackersLikert.folkH15.","hackersLikert.folkH16.","hackerPrecautions.folkHP01.","hackerPrecautions.folkHP02.","hackerPrecautions.folkHP03.","hackerPrecautions.folkHP04.","hackerPrecautions.folkHP05.","hackerPrecautions.folkHP06.","hackerPrecautions.folkHP07.","hackerPrecautions.folkHP08.","hackerPrecautions.folkHP09.","hackerPrecautions.folkHP10.","cybok01","cybok02","cybok03","cybok04","cybok05","cybok06","cybok07","cybok08","cybok09","cybok10","cybok11","cybok12","cybok13","cybok14","cybok15","cybok16","cybok17","cybok18","cybok19","onlineActivities.email.","onlineActivities.sn.","onlineActivities.news.","onlineActivities.conf.","onlineActivities.im.","onlineActivities.stream.","onlineActivities.games.","onlineHours","general.folkG01.","general.folkG02.","general.folkG03.","general.folkG04.","general.folkG05.","general.folkG06.","general.folkG07.","general.folkG08.","edu","ITbg","cyberBg","highschool","undergrad","englishLevel","courses.cs.","courses.net.","courses.os.","courses.usec.","courses.se.","courses.prof.","courses.hci.","courses.crypto.","courses.sp.","courses.block.","courses.ethics.","courses.cyber.","courses.iot.","courses.st.","courses.arch.","courses.ds.","courses.none.","courseCurrent.sd.","courseCurrent.crypto.","courseCurrent.iot.","courseCurrent.sp.","courseCurrent.arch.","courseCurrent.usec.","courseCurrent.os.","courseCurrent.st.","courseCurrent.cs.","courseCurrent.none.","certificates","age","gender","courseConsent","researchConsent","interviewtime"
"44","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Often","Always","Often","Always","Always","Sometimes","Often","Often","Rarely","Always","Sometimes","Never","Sometimes","Never","Rarely","Sometimes","Rarely","Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Disagree","Often","Rarely","Sometimes","Rarely","Rarely","Often","Sometimes","Often","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Agree","Agree","Strongly Disagree","Disagree","Rarely","Rarely","Rarely","Sometimes","Always","Rarely","Sometimes","Sometimes","Rarely","Often","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Never","8-10 hours","Neither Agree nor Disagree","Strongly Agree","Agree","Strongly Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","MSc (Masters) student","Yes","None","EU","EU","Fluent","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No",25,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",492.06
"45","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Always","Always","Always","Always","Often","Often","Sometimes","Often","Sometimes","Always","Rarely","Always","Often","Sometimes","Often","Always","Sometimes","Agree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Strongly Disagree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Sometimes","Often","Always","Rarely","Sometimes","Often","Often","Always","Agree","Neither Agree nor Disagree","Agree","Agree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Rarely","Rarely","Rarely","Often","Always","Always","Often","Often","Rarely","Often","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","5-7 hours","Agree","Strongly Agree","Strongly Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Agree","MSc (Masters) student","No","None","overseas","United Kingdom","Fluent","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",21,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",869.91
"46","Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Always","Always","Sometimes","Always","Always","Always","Always","Rarely","Sometimes","Always","Rarely","Never","Sometimes","Rarely","Often","Sometimes","Sometimes","Agree","Disagree","Agree","Disagree","Neither Agree nor Disagree","Agree","Disagree","Disagree","Strongly Disagree","Neither Agree nor Disagree","Agree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Agree","Strongly Agree","Agree","Strongly Disagree","Never","Often","Always","Never","Never","Always","Sometimes","Always","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree nor Disagree","Rarely","Often","Always","Always","Always","Always","Sometimes","Often","Never","Always","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Daily","Never","Once a Week","Never","Multiple Times a Day","Multiple Times a Day","Once a Month or Less","2-4 hours","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","UG4 student","Yes","None","United Kingdom","","Native speaker","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No",21,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1774.09
"47","Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Always","Always","Rarely","Always","Often","Always","Always","Rarely","Sometimes","Always","Sometimes","Sometimes","Rarely","Sometimes","Often","Always","Always","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Disagree","Disagree","Disagree","Neither Agree nor Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Always","Always","Always","Often","Always","Always","Always","Often","Strongly Disagree","Strongly Disagree","Disagree","Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Neither Agree nor Disagree","Disagree","Disagree","Strongly Disagree","Often","Often","Often","Always","Often","Always","Always","Often","Always","Always","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","Daily","Once a Month or Less","Once a Week","Never","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","More than 10 hours","Agree","Strongly Agree","Agree","Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","MSc (Masters) student","No","None","EU","EU","Fluent","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",30,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",925.36
"48","Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Always","Always","Always","Always","Sometimes","Always","Always","Never","Rarely","Always","Never","Never","Rarely","Rarely","Often","Often","Never","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Neither Agree nor Disagree","Disagree","Rarely","Often","Always","Rarely","Rarely","Often","Always","Sometimes","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Sometimes","Often","Never","Always","Often","Often","Often","Often","Rarely","Always","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","Multiple Times a Day","2-3 Times a Month","5-7 hours","Neither Agree nor Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","MSc (Masters) student","Yes","0-3 years","overseas","overseas","Native speaker","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No",24,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",353.79
"49","Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Always","Always","Always","Always","Often","Always","Never","Always","Rarely","Always","Always","Rarely","Always","Sometimes","Sometimes","Rarely","Rarely","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Agree","Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Agree","Disagree","Strongly Disagree","Rarely","Rarely","Often","Never","Rarely","Often","Sometimes","Always","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Agree","Disagree","Disagree","Never","Rarely","Never","Sometimes","Always","Rarely","Rarely","Often","Rarely","Often","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Daily","Multiple Times a Day","2-3 Times a Week","2-3 Times a Month","Multiple Times a Day","2-3 Times a Week","Never","5-7 hours","Agree","Agree","Agree","Disagree","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","MSc (Masters) student","Yes","None","overseas","overseas","Fluent","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No",23,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1401.4
"50","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Always","Always","Always","Always","Sometimes","Always","Always","Never","Always","Always","Often","Sometimes","Rarely","Sometimes","Always","Always","Never","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Neither Agree nor Disagree","Disagree","Agree","Agree","Strongly Disagree","Agree","Strongly Disagree","Agree","Agree","Agree","Disagree","Never","Sometimes","Often","Never","Never","Often","Always","Often","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Agree","Agree","Neither Agree nor Disagree","Agree","Disagree","Always","Always","Always","Often","Often","Always","Rarely","Often","Never","Always","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Multiple Times a Day","2-3 Times a Week","2-3 Times a Week","Daily","Multiple Times a Day","Once a Week","2-3 Times a Month","8-10 hours","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","UG5/MInf student","No","None","United Kingdom","","Native speaker","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",22,"Other","Yes - use my answers in the USEC course","Yes - use my answers for academic research",770.3
"51","Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Never","Rarely","Sometimes","Always","Always","Sometimes","Rarely","Often","Never","Always","Rarely","Rarely","Often","Rarely","Sometimes","Sometimes","Often","Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Agree","Agree","Agree","Sometimes","Always","Sometimes","Sometimes","Rarely","Often","Sometimes","Always","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Sometimes","Sometimes","Rarely","Sometimes","Often","Often","Rarely","Sometimes","Sometimes","Sometimes","No","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Daily","Daily","Daily","2-3 Times a Week","Once a Month or Less","2-3 Times a Week","Once a Month or Less","5-7 hours","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","MSc (Masters) student","No","None","overseas","overseas","Moderate","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",22,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",16467.6
"52","Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Often","Always","Sometimes","Always","Always","Often","Rarely","Sometimes","Sometimes","Always","Often","Sometimes","Sometimes","Often","Sometimes","Often","Rarely","Neither Agree nor Disagree","Strongly Disagree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Disagree","Agree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Strongly Agree","Strongly Disagree","Rarely","Always","Often","Never","Rarely","Often","Always","Often","Agree","Neither Agree nor Disagree","Disagree","Agree","Agree","Neither Agree nor Disagree","Disagree","Agree","Disagree","Neither Agree nor Disagree","Disagree","Agree","Agree","Agree","Neither Agree nor Disagree","Agree","Disagree","Rarely","Often","Rarely","Sometimes","Often","Always","Rarely","Sometimes","Never","Often","No","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Multiple Times a Day","2-3 Times a Week","Daily","2-3 Times a Month","Multiple Times a Day","Daily","2-3 Times a Week","8-10 hours","Agree","Agree","Strongly Agree","Agree","Disagree","Disagree","Agree","Agree","Other","Yes","None","EU","United Kingdom","Fluent","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No",24,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1437.09
"53","Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Always","Always","Often","Always","Always","Always","Always","Rarely","Sometimes","Always","Sometimes","Rarely","Sometimes","Sometimes","Often","Often","Sometimes","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Disagree","Always","Always","Always","Rarely","Rarely","Always","Always","Often","Neither Agree nor Disagree","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Never","Often","Never","Sometimes","Always","Always","Never","Often","Rarely","Always","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Multiple Times a Day","Multiple Times a Day","Daily","2-3 Times a Month","Multiple Times a Day","Daily","2-3 Times a Week","More than 10 hours","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","UG3 student","Yes","None","United Kingdom","","Native speaker","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No",20,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",2742.85
"54","Agree","Strongly Agree","Somewhat Agree","Strongly Disagree","Always","Always","Often","Always","Rarely","Always","Often","Often","Sometimes","Always","Often","Always","Sometimes","Always","Always","Sometimes","Rarely","Strongly Agree","Agree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Agree","Strongly Agree","Disagree","Always","Sometimes","Always","Always","Often","Always","Rarely","Sometimes","Strongly Agree","Neither Agree nor Disagree","Disagree","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Agree","Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Disagree","Never","Rarely","Never","Sometimes","Always","Rarely","Rarely","Rarely","Often","Always","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","2-3 Times a Week","Daily","Daily","Never","Daily","Never","Once a Month or Less","5-7 hours","Disagree","Agree","Agree","Disagree","Neither Agree nor Disagree","Disagree","Disagree","Agree","MSc (Masters) student","Yes","None","overseas","overseas","Intermediate","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",23,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",2166.38
"55","Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Always","Always","Often","Rarely","Sometimes","Often","Always","Never","Sometimes","Always","Rarely","Sometimes","Sometimes","Often","Rarely","Always","Often","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Agree","Neither Agree nor Disagree","Disagree","Always","Always","Often","Always","Often","Always","Often","Often","Neither Agree nor Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Neither Agree nor Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Sometimes","Often","Sometimes","Often","Often","Often","Often","Often","Often","Often","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Multiple Times a Day","Multiple Times a Day","2-3 Times a Month","Never","Multiple Times a Day","2-3 Times a Week","Never","5-7 hours","Neither Agree nor Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Disagree","Disagree","Strongly Agree","UG4 student","No","None","EU","","Fluent","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",22,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",872.83
"56","Agree","Strongly Agree","Strongly Disagree","Somewhat Agree","Always","Always","Never","Always","Always","Often","Sometimes","Often","Never","Always","Never","Often","Rarely","Rarely","Often","Often","Often","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Agree","Neither Agree nor Disagree","Strongly Disagree","Always","Always","Always","Rarely","Often","Always","Always","Always","Agree","Agree","Disagree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Agree","Agree","Neither Agree nor Disagree","Agree","Agree","Disagree","Never","Often","Never","Often","Always","Always","Never","Rarely","Rarely","Often","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Multiple Times a Day","Multiple Times a Day","Daily","Once a Week","Multiple Times a Day","Daily","2-3 Times a Week","8-10 hours","Strongly Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","UG5/MInf student","Yes","None","EU","","Fluent","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No",24,"Male","Yes - use my answers in the USEC course","Yes - use my answers for academic research",6857.12
"57","Agree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Always","Always","Always","Always","Often","Often","Often","Rarely","Never","Always","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Often","Agree","Disagree","Neither Agree nor Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Agree","Agree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Agree","Disagree","Always","Always","Often","Always","Often","Always","Always","Always","Disagree","Agree","Agree","Agree","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Strongly Disagree","Neither Agree nor Disagree","Agree","Agree","Agree","Neither Agree nor Disagree","Sometimes","Sometimes","Rarely","Sometimes","Always","Often","Sometimes","Always","Often","Always","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Once a Month or Less","Multiple Times a Day","Daily","Daily","Multiple Times a Day","2-3 Times a Week","2-3 Times a Week","2-4 hours","Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","MSc (Masters) student","Yes","0-3 years","EU","EU","Native speaker","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Other",24,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",901.08
"58","Agree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Always","Always","Sometimes","Always","Always","Rarely","Rarely","Always","Sometimes","Always","Often","Never","Sometimes","Often","Sometimes","Rarely","Never","Agree","Neither Agree nor Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Agree","Disagree","Rarely","Never","Sometimes","Never","Never","Always","Often","Often","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Rarely","Sometimes","Rarely","Often","Often","Never","Sometimes","Often","Never","Always","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Daily","Multiple Times a Day","Daily","Once a Month or Less","Multiple Times a Day","Daily","Once a Month or Less","More than 10 hours","Disagree","Disagree","Agree","Neither Agree nor Disagree","Strongly Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","MSc (Masters) student","Yes","None","overseas","overseas","Fluent","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No",25,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",1033.23
"59","Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Always","Always","Always","Always","Always","Often","Sometimes","Sometimes","Often","Always","Often","Often","Often","Always","Always","Always","Sometimes","Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Sometimes","Always","Often","Rarely","Rarely","Always","Often","Often","Agree","Agree","Strongly Disagree","Agree","Neither Agree nor Disagree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Agree","Strongly Disagree","Agree","Strongly Disagree","Rarely","Often","Rarely","Sometimes","Often","Always","Always","Often","Rarely","Often","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Multiple Times a Day","Multiple Times a Day","2-3 Times a Week","2-3 Times a Month","Multiple Times a Day","Multiple Times a Day","Daily","5-7 hours","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","UG3 student","Yes","None","overseas","","Native speaker","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No",20,"Female","Yes - use my answers in the USEC course","Yes - use my answers for academic research",6282.66
